city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rental,property_tax,fire_insurance
Sao Paulo,230,3,3,0,9,1,1,1700,5000,109,64
Belo Horizonte,90,2,1,1,NaN,0,0,0,1520,0,25
Rio de Janeiro,129,3,2,1,8,1,1,1200,3255,167,42
Sao Paulo,240,4,4,4,22,1,0,1980,6672,417,85
Porto Alegre,55,1,1,0,14,1,0,700,1020,29,15
Porto Alegre,52,1,1,0,NaN,1,0,150,1200,42,18
Sao Paulo,250,3,4,3,8,1,0,1610,6000,1089,77
Sao Paulo,200,3,2,2,19,1,0,2573,10000,1121,127
Belo Horizonte,312,4,3,3,1,1,0,1498,2300,463,31
Sao Paulo,230,5,5,3,NaN,1,0,0,9900,620,149
Sao Paulo,72,2,2,2,9,1,0,750,2480,209,32
Sao Paulo,55,2,1,0,5,1,1,620,2400,24,31
Rio de Janeiro,72,2,2,1,2,0,1,914,3600,133,47
Sao Paulo,50,2,1,0,NaN,1,0,0,1200,83,19
Sao Paulo,17,1,1,0,1,1,0,0,2700,5,35
Belo Horizonte,160,3,3,2,4,1,0,150,2400,263,32
Sao Paulo,214,4,4,3,5,1,0,2638,6520,1187,83
Rio de Janeiro,65,1,1,0,NaN,1,0,300,1800,30,24
Sao Paulo,136,3,2,1,10,0,1,1300,6500,267,47
Porto Alegre,70,2,2,1,6,1,0,440,1900,57,28
Porto Alegre,38,1,1,0,2,1,0,340,650,350,10
Sao Paulo,450,8,5,5,NaN,1,0,0,8000,1000,121
Rio de Janeiro,67,2,1,1,2,1,0,1217,2200,130,29
Sao Paulo,20,1,1,0,1,0,0,0,1100,35,14
Sao Paulo,41,1,1,0,12,1,0,290,1530,60,20
Sao Paulo,50,2,1,1,7,1,0,500,1550,7,20
Sao Paulo,205,3,3,3,NaN,1,0,0,5525,575,84
Sao Paulo,100,3,2,1,NaN,1,0,0,3300,500,50
Sao Paulo,190,3,4,4,16,1,1,2849,15000,1160,191
Belo Horizonte,45,2,1,0,NaN,1,0,0,1350,0,23
Campinas,57,1,1,1,2,1,0,605,800,66,11
Porto Alegre,88,1,2,2,3,1,0,340,1600,40,24
Sao Paulo,70,1,1,1,10,1,1,459,3400,80,44
Sao Paulo,76,2,2,0,11,1,1,646,2800,0,36
Rio de Janeiro,36,1,1,0,10,1,0,450,1370,29,18
Porto Alegre,61,2,2,2,11,1,0,445,2500,42,37
Sao Paulo,280,4,3,6,NaN,1,1,0,12500,706,188
Sao Paulo,480,5,6,3,NaN,1,0,0,5000,1000,76
Campinas,45,1,1,1,17,1,1,0,1950,0,25
Sao Paulo,42,1,1,0,9,1,1,1290,1500,184,20
Porto Alegre,62,2,1,0,4,1,0,352,736,28,11
Sao Paulo,38,2,1,0,2,1,0,90,1500,0,20
Sao Paulo,44,1,1,1,8,0,1,578,2400,0,31
Sao Paulo,75,3,2,2,11,1,0,630,2800,167,36
Rio de Janeiro,66,2,1,1,2,1,0,650,1250,0,17
Sao Paulo,125,3,3,2,NaN,1,0,0,2800,38,43
Campinas,62,2,1,2,7,1,0,609,1500,90,20
Sao Paulo,77,2,1,1,5,1,0,1148,3100,464,40
Sao Paulo,136,2,4,2,7,1,0,1540,4800,242,61
Sao Paulo,200,4,2,1,5,1,0,2115,5000,328,64
Sao Paulo,35,1,1,0,1,0,0,250,1305,0,17
Sao Paulo,250,4,3,2,NaN,1,1,10,4500,100,68
Sao Paulo,90,2,2,2,NaN,1,1,0,4100,0,62
Campinas,72,2,2,1,7,1,0,480,850,9,11
Sao Paulo,168,3,3,5,16,1,0,1675,3500,184,45
Porto Alegre,360,3,4,3,5,1,1,4000,13200,500,193
Campinas,38,1,1,1,9,1,0,500,740,30,10
Sao Paulo,23,1,1,1,26,1,0,487,2300,59,30
Porto Alegre,440,3,3,3,7,0,0,100,10500,84,154
Sao Paulo,120,3,3,2,9,1,1,1200,3500,109,45
Rio de Janeiro,90,2,2,0,5,1,0,830,2500,84,33
Porto Alegre,125,4,2,0,7,1,0,1006,1632,150,14
Sao Paulo,200,3,4,3,6,1,1,1800,5058,1200,65
Sao Paulo,190,3,3,2,5,1,0,1800,3260,292,42
Belo Horizonte,123,3,2,1,3,1,0,363,2600,143,35
Campinas,53,2,1,1,NaN,1,0,284,2000,41,26
Rio de Janeiro,70,2,1,1,2,1,0,560,2180,60,29
Sao Paulo,90,2,2,2,17,1,1,1500,12200,454,155
Sao Paulo,95,3,2,0,NaN,1,0,0,1590,0,24
Campinas,74,3,1,1,4,1,0,474,900,40,12
Sao Paulo,64,1,1,1,15,0,0,620,3600,0,46
Sao Paulo,155,4,5,3,14,0,0,1850,6000,625,77
Rio de Janeiro,125,3,1,2,3,0,0,1000,2200,159,29
Sao Paulo,40,1,1,1,9,1,1,350,1580,25,21
Porto Alegre,350,3,2,4,NaN,1,1,0,6522,492,116
Belo Horizonte,417,3,5,8,NaN,1,0,0,7650,450,126
Porto Alegre,350,4,4,4,NaN,1,0,0,6000,192,107
Sao Paulo,40,1,1,1,8,0,0,440,2800,100,36
Sao Paulo,30,1,1,1,15,0,1,668,3500,127,45
Sao Paulo,142,3,4,2,4,1,0,1100,4500,375,58
Porto Alegre,110,3,3,2,5,1,1,1300,4000,300,59
Sao Paulo,100,4,4,1,NaN,1,0,0,10000,9,151
Sao Paulo,377,5,4,3,NaN,1,0,0,8000,900,121
Sao Paulo,230,2,3,3,17,1,1,2575,8000,633,102
Sao Paulo,35,1,1,0,5,0,1,450,1800,91,7
Sao Paulo,32,1,1,1,16,1,0,533,2900,0,37
Sao Paulo,74,2,1,1,5,1,0,569,2024,71,8
Sao Paulo,147,2,3,4,19,1,0,2600,1200,375,16
Sao Paulo,35,1,1,0,3,1,1,480,2500,60,32
Rio de Janeiro,26,1,1,0,7,1,1,630,1500,84,20
Sao Paulo,70,2,2,1,5,1,1,517,1700,5,22
Sao Paulo,150,3,3,3,19,1,1,1800,2800,740,36
Sao Paulo,200,3,3,2,NaN,1,0,0,8000,292,121
Campinas,60,1,1,1,14,1,0,583,1100,49,14
Sao Paulo,250,4,5,3,2,1,0,1700,2550,334,33
Sao Paulo,44,1,2,0,12,0,1,3300,3300,126,42
Sao Paulo,250,7,5,2,NaN,1,1,0,6000,0,91
Sao Paulo,157,3,2,0,7,1,0,1325,4500,347,58
Sao Paulo,97,2,2,0,1,1,0,1200,5600,0,71
Belo Horizonte,548,4,7,6,17,1,0,5905,15000,2484,200
Sao Paulo,28,1,1,0,1,1,0,0,1325,0,17
Sao Paulo,250,3,4,0,1,1,1,2000,10000,1667,127
Belo Horizonte,193,4,2,2,NaN,1,0,0,8900,255,146
Belo Horizonte,428,5,5,4,NaN,1,1,0,9600,667,158
Sao Paulo,50,2,1,0,2,0,0,200,950,0,13
Sao Paulo,135,2,3,2,5,0,0,2000,12300,542,156
Rio de Janeiro,103,2,2,1,8,1,0,530,1600,221,21
Campinas,103,3,2,2,2,1,0,1500,1360,292,18
Sao Paulo,80,3,2,1,NaN,1,0,740,1500,150,20
Sao Paulo,160,3,3,2,10,1,0,1229,4000,390,51
Sao Paulo,238,4,3,4,24,1,0,2980,10200,1816,130
Belo Horizonte,500,7,4,4,NaN,1,0,0,5500,167,91
Sao Paulo,580,5,5,4,4,1,0,9900,15000,2200,191
Sao Paulo,80,1,1,0,NaN,1,0,0,1370,50,21
Sao Paulo,210,4,5,3,12,1,1,2620,2975,1184,38
Porto Alegre,106,3,3,1,7,1,0,900,2250,186,33
Rio de Janeiro,30,1,1,0,11,1,0,500,1200,21,16
Sao Paulo,156,3,2,1,NaN,1,0,0,2000,147,31
Sao Paulo,60,1,1,1,NaN,1,0,0,1250,0,19
Sao Paulo,200,3,4,0,2,1,0,3672,3600,780,46
Sao Paulo,70,2,2,0,1,1,0,280,1000,138,13
Sao Paulo,177,4,5,4,5,1,0,1500,9200,959,117
Sao Paulo,103,3,3,2,NaN,1,0,735,2500,19,38
Sao Paulo,440,4,4,4,NaN,1,0,0,12000,2500,181
Sao Paulo,65,2,1,1,8,1,1,600,1700,92,22
Belo Horizonte,260,5,3,3,12,1,0,2000,4000,487,54
Sao Paulo,200,4,4,6,NaN,1,0,0,4320,375,65
Sao Paulo,96,3,2,1,12,1,0,1122,3050,231,39
Sao Paulo,68,2,2,1,2,1,1,690,2900,137,37
Belo Horizonte,300,5,5,5,NaN,0,0,0,4500,450,74
Sao Paulo,34,1,1,0,2,1,0,305,750,27,10
Campinas,398,5,6,0,2,1,0,3500,8500,700,108
Belo Horizonte,100,1,1,0,1,1,0,0,2600,0,35
Belo Horizonte,176,4,5,3,6,1,1,2136,6500,704,87
Belo Horizonte,90,2,2,2,4,0,1,500,4000,250,54
Belo Horizonte,680,7,6,8,NaN,1,0,0,8000,428,132
Belo Horizonte,220,4,3,0,9,1,1,3000,15000,1138,200
Sao Paulo,110,2,2,2,NaN,0,0,0,2120,174,32
Sao Paulo,180,3,2,1,2,1,1,1260,5500,255,70
Sao Paulo,36,1,1,1,8,1,0,410,1800,93,8
Belo Horizonte,450,4,4,4,8,1,0,2394,12700,836,170
Rio de Janeiro,103,3,2,0,1,1,0,812,3300,336,43
Porto Alegre,101,2,2,2,5,1,0,480,1800,500,27
Sao Paulo,196,4,4,0,11,1,0,2450,6000,1458,77
Rio de Janeiro,28,1,1,0,NaN,1,0,495,1980,68,26
Sao Paulo,260,3,4,4,NaN,1,0,0,4500,0,68
Sao Paulo,330,4,2,5,NaN,1,0,0,1870,400,29
Rio de Janeiro,70,3,2,1,6,1,0,607,1189,96,16
Rio de Janeiro,33,1,1,0,3,1,0,500,1200,13,16
Sao Paulo,160,3,3,2,3,1,0,2200,10500,505,134
Sao Paulo,60,2,1,1,9,1,0,506,1350,42,18
Sao Paulo,36,1,1,1,1,1,0,130,1379,99,10
Sao Paulo,20,1,1,0,1,1,1,0,2060,0,27
Porto Alegre,70,2,1,0,1,1,0,375,750,26,11
Sao Paulo,180,3,4,4,NaN,1,1,0,4700,2,71
Sao Paulo,105,3,3,1,5,1,0,980,2150,0,28
Sao Paulo,275,4,5,4,1,1,0,4200,9700,1334,123
Belo Horizonte,450,2,2,5,NaN,1,0,0,1512,71,25
Campinas,360,4,6,4,NaN,1,0,864,7700,300,116
Sao Paulo,140,2,2,1,5,0,1,700,1900,150,25
Sao Paulo,900,3,5,8,NaN,1,0,0,8000,2250,121
Porto Alegre,152,3,5,3,9,1,0,1600,6000,321,88
Sao Paulo,280,3,4,3,NaN,1,1,0,8000,500,121
Sao Paulo,230,4,4,3,5,0,0,2564,2500,934,32
Campinas,92,3,2,3,6,1,0,700,2100,167,27
Belo Horizonte,58,1,1,1,NaN,1,0,0,1100,34,19
Campinas,41,2,1,1,5,0,0,248,1193,0,16
Sao Paulo,206,4,4,3,10,1,0,1890,12000,917,153
Campinas,214,3,3,2,1,1,0,2016,5900,227,75
Sao Paulo,110,2,2,1,18,1,0,1286,1710,0,22
Belo Horizonte,100,2,1,0,NaN,1,0,0,777,25,13
Belo Horizonte,80,2,2,1,4,1,0,250,1200,0,16
Belo Horizonte,311,3,4,3,20,0,0,3075,13000,1753,174
Sao Paulo,200,2,3,2,1,1,1,1700,15000,667,191
Campinas,96,3,2,2,10,1,0,800,3200,189,41
Rio de Janeiro,140,4,2,1,1,0,0,1700,6000,380,78
Sao Paulo,138,3,3,2,17,1,0,1100,7070,382,90
Sao Paulo,140,3,3,1,6,1,1,2200,3900,359,50
Rio de Janeiro,60,2,2,1,2,0,0,592,1250,0,17
Sao Paulo,40,1,1,0,NaN,0,0,0,600,34,10
Sao Paulo,178,3,4,4,6,1,1,2700,10200,667,130
Sao Paulo,140,3,3,2,NaN,1,1,0,4900,25,74
Sao Paulo,72,2,1,0,1,1,0,864,1020,0,13
Sao Paulo,117,2,1,1,5,0,1,720,2700,11,35
Sao Paulo,35,1,1,1,1,1,0,0,977,30,13
Porto Alegre,42,1,1,0,1,1,1,360,890,0,13
Belo Horizonte,29,1,1,0,1,1,0,0,1100,8,15
Sao Paulo,130,2,1,0,1,1,0,650,2150,9,28
Rio de Janeiro,100,3,2,1,4,1,0,2350,5000,333,65
Rio de Janeiro,39,1,1,0,4,1,0,450,609,44,8
Sao Paulo,61,1,1,0,9,0,0,394,1600,0,21
Campinas,750,4,5,5,NaN,0,0,0,10400,667,157
Belo Horizonte,142,4,3,2,3,1,0,900,2700,277,36
Campinas,650,4,4,8,NaN,1,0,0,7500,200,113
Sao Paulo,69,2,2,0,NaN,1,0,0,1700,73,26
Sao Paulo,100,2,2,4,NaN,1,0,0,2600,46,40
Belo Horizonte,300,4,2,2,3,1,0,1750,8000,500,107
Sao Paulo,190,3,4,3,14,1,1,1700,2740,900,35
Rio de Janeiro,115,2,2,0,13,1,0,950,4500,2731,58
Campinas,119,3,1,1,5,1,0,926,1200,100,16
Sao Paulo,100,2,3,1,4,1,1,1200,1890,42,24
Sao Paulo,55,2,1,1,3,1,0,400,1087,0,14
Sao Paulo,44,1,1,1,2,1,1,724,3000,89,39
Sao Paulo,316,4,6,4,18,1,1,4767,8000,1963,102
Sao Paulo,83,2,3,2,NaN,1,0,200,3500,167,53
Belo Horizonte,1000,5,7,8,NaN,1,0,0,14980,1904,246
Sao Paulo,150,3,2,1,8,1,0,1172,4800,0,61
Sao Paulo,53,2,1,1,7,1,0,450,4200,42,54
Sao Paulo,49,2,1,1,NaN,1,0,400,970,4,13
Campinas,185,3,3,2,6,1,0,1200,2200,100,28
Rio de Janeiro,40,1,1,0,NaN,1,0,0,1200,20,19
Sao Paulo,65,2,1,0,3,1,0,654,1140,9,15
Sao Paulo,67,3,2,1,10,0,0,496,1560,72,20
Sao Paulo,46,1,1,1,9,1,0,500,2200,35,28
Campinas,205,3,2,1,2,1,0,950,2200,156,28
Porto Alegre,550,5,5,3,NaN,1,0,0,9000,500,160
Campinas,50,1,1,1,3,1,0,393,650,33,9
Sao Paulo,266,4,5,4,7,1,0,2900,10900,1167,139
Rio de Janeiro,280,3,2,2,10,1,1,3140,8000,1126,104
Sao Paulo,1600,6,6,6,NaN,1,1,0,7600,1834,115
Sao Paulo,70,1,1,0,4,1,0,760,2400,156,31
Sao Paulo,84,3,2,2,8,0,0,700,2340,250,30
Belo Horizonte,40,1,1,0,3,0,0,496,1000,116,14
Rio de Janeiro,117,3,2,1,7,1,0,750,4110,384,53
Sao Paulo,68,2,2,2,8,1,1,1030,3430,236,44
Belo Horizonte,140,2,2,2,11,1,1,692,2800,104,38
Sao Paulo,450,4,2,3,NaN,1,0,0,13000,1000,196
Porto Alegre,44,1,2,0,3,1,0,140,1350,100,20
Sao Paulo,40,1,1,1,3,1,1,686,3200,52,41
Sao Paulo,70,1,2,1,1,1,1,1300,8250,209,105
Sao Paulo,50,1,2,0,NaN,1,0,0,900,50,14
Belo Horizonte,405,2,3,0,7,1,0,3500,4000,699,54
Sao Paulo,75,2,2,1,1,1,0,700,3160,165,41
Belo Horizonte,80,3,3,1,3,1,0,560,1501,0,20
Sao Paulo,450,4,5,6,NaN,1,0,0,12000,1334,181
Sao Paulo,225,4,5,4,10,1,1,1600,7106,0,91
Sao Paulo,250,3,2,3,35,1,1,2500,15000,1084,191
Sao Paulo,60,2,1,1,5,0,0,965,2200,165,28
Sao Paulo,31,1,1,1,9,0,1,1500,3400,150,44
Sao Paulo,100,3,1,3,NaN,1,0,0,2000,164,31
Belo Horizonte,20,1,1,0,6,0,0,420,1050,79,14
Sao Paulo,200,3,4,8,NaN,1,0,0,7000,25,106
Campinas,50,1,1,1,8,1,0,780,1690,62,22
Sao Paulo,61,3,2,2,15,1,0,712,2200,90,28
Sao Paulo,200,3,4,2,3,1,0,4475,9800,820,125
Belo Horizonte,100,2,2,0,NaN,1,0,0,11000,100,181
Sao Paulo,365,4,5,6,4,1,0,3722,13900,2588,177
Sao Paulo,38,1,1,0,13,1,0,414,3000,64,39
Rio de Janeiro,49,2,1,0,4,1,0,362,1350,58,18
Sao Paulo,207,3,5,4,6,1,0,2400,12000,934,153
Campinas,82,3,2,1,6,1,0,825,1500,142,20
Sao Paulo,400,5,4,3,NaN,1,0,0,4000,250,61
Rio de Janeiro,170,4,2,2,6,1,0,2420,9000,834,116
Porto Alegre,105,3,2,2,3,1,1,370,2890,217,43
Sao Paulo,383,4,4,5,2,1,0,2189,3004,709,39
Sao Paulo,168,3,3,3,3,1,0,1605,2700,322,35
Sao Paulo,53,2,2,1,10,1,1,1940,2400,389,31
Porto Alegre,320,4,3,2,NaN,1,0,0,4500,125,80
Sao Paulo,300,3,4,3,18,1,0,3500,9900,834,126
Campinas,100,3,2,3,NaN,1,0,0,2200,0,34
Sao Paulo,40,1,1,0,NaN,1,0,0,900,80,12
Sao Paulo,180,3,1,0,NaN,1,0,0,2500,334,38
Sao Paulo,257,4,5,4,8,1,1,2730,7500,1107,96
Sao Paulo,178,2,4,2,2,1,0,2300,7000,891,89
Sao Paulo,179,3,3,0,9,0,1,1828,12000,472,153
Porto Alegre,64,2,1,0,1,1,0,300,1750,42,26
Porto Alegre,60,2,1,0,1,1,0,326,990,25,15
Sao Paulo,55,1,1,1,11,0,0,696,2200,148,28
Sao Paulo,50,1,1,0,8,0,0,470,1970,0,25
Sao Paulo,82,3,2,2,19,0,0,470,1994,0,26
Rio de Janeiro,60,1,1,1,7,1,0,650,1210,106,16
Porto Alegre,40,1,1,1,9,0,1,1300,1200,68,18
Campinas,230,4,4,8,NaN,1,0,0,5100,320,77
Sao Paulo,73,2,1,1,2,1,0,680,1300,20,17
Sao Paulo,79,2,2,1,1,1,1,600,2000,75,26
Sao Paulo,230,3,4,2,3,1,0,2000,4800,292,61
Rio de Janeiro,214,3,3,3,4,1,0,3575,14000,1050,181
Sao Paulo,120,2,1,0,NaN,1,0,0,1500,90,23
Sao Paulo,200,4,2,1,NaN,0,0,0,2500,334,38
Porto Alegre,85,3,2,2,9,0,1,940,3300,102,49
Sao Paulo,45,1,1,1,1,0,1,3000,5520,0,70
Porto Alegre,30,1,1,0,4,1,0,198,755,22,12
Sao Paulo,57,2,2,1,3,1,0,476,2300,0,30
Sao Paulo,500,4,7,3,NaN,1,0,0,15000,2500,226
Sao Paulo,322,4,5,5,17,1,1,2700,15000,1875,191
Sao Paulo,20,1,1,0,3,0,0,224,1530,0,20
Porto Alegre,100,2,2,1,NaN,0,0,0,1346,0,24
Sao Paulo,620,4,6,4,1,1,0,8133,15000,4520,191
Porto Alegre,240,4,3,5,NaN,1,0,0,2500,120,45
Sao Paulo,95,3,2,2,10,1,0,900,7000,142,89
Sao Paulo,35,1,1,1,6,1,0,542,2100,99,27
Belo Horizonte,325,5,4,7,NaN,1,1,0,8900,417,146
Sao Paulo,58,3,1,1,1,1,1,456,2800,21,36
Sao Paulo,200,4,4,3,6,0,0,1400,9000,1000,115
Sao Paulo,92,3,2,2,2,1,0,1407,1100,250,14
Belo Horizonte,65,2,1,1,9,1,0,450,1545,94,7
Campinas,57,2,1,0,2,1,0,378,800,31,11
Sao Paulo,50,2,1,1,2,1,0,400,1600,0,21
Sao Paulo,165,4,5,2,4,1,1,2500,9500,315,121
Rio de Janeiro,70,2,1,1,6,1,0,900,1900,122,25
Sao Paulo,230,4,3,1,1,0,0,2400,4000,513,51
Rio de Janeiro,34,1,1,0,3,0,1,820,2000,114,26
Rio de Janeiro,25,1,1,0,NaN,0,0,0,660,0,11
Sao Paulo,50,2,1,1,2,1,0,0,1800,0,23
Porto Alegre,120,3,2,2,2,1,1,700,2975,155,44
Porto Alegre,60,2,1,1,NaN,1,0,0,1400,96,25
Sao Paulo,67,2,2,1,8,1,0,980,2240,215,29
Sao Paulo,22,1,1,0,26,1,0,384,2100,40,27
Sao Paulo,197,3,1,2,NaN,1,0,0,2100,290,32
Porto Alegre,105,3,3,1,3,1,1,1300,2300,130,34
Sao Paulo,80,2,2,1,NaN,0,0,0,1556,0,8
Belo Horizonte,140,4,2,2,5,0,0,820,2500,253,34
Rio de Janeiro,70,2,2,1,9,1,0,1200,4000,184,52
Porto Alegre,383,5,5,4,NaN,1,0,0,10000,250,178
Sao Paulo,172,3,4,3,5,1,0,1650,9000,900,115
Porto Alegre,57,2,2,1,6,0,0,425,1800,75,27
Sao Paulo,32,1,1,1,23,1,0,1800,2000,416,26
Belo Horizonte,341,10,6,7,NaN,1,0,0,5500,459,91
Belo Horizonte,600,5,6,8,NaN,1,1,0,10500,642,173
Sao Paulo,43,2,1,1,13,0,0,307,2000,18,26
Campinas,98,3,2,1,1,1,0,727,1233,84,16
Sao Paulo,36,2,1,0,6,1,0,590,1790,0,23
Rio de Janeiro,42,1,1,0,4,1,1,500,2800,79,37
Campinas,120,3,3,3,8,0,0,700,2700,167,35
Rio de Janeiro,78,2,2,1,8,1,0,720,1400,290,19
Sao Paulo,113,3,4,2,7,1,0,1600,4000,591,51
Sao Paulo,47,2,1,1,1,0,0,560,1390,0,18
Sao Paulo,60,2,2,1,5,1,0,478,1300,0,17
Porto Alegre,77,2,1,0,1,0,0,0,1130,25,17
Porto Alegre,75,2,2,1,3,1,0,200,1500,142,22
Sao Paulo,60,3,1,1,3,1,0,470,1550,0,20
Sao Paulo,240,3,4,3,9,1,0,2100,5800,825,74
Sao Paulo,48,1,1,1,4,1,0,633,3400,114,44
Belo Horizonte,70,3,1,1,8,1,0,395,1300,71,18
Belo Horizonte,345,3,3,0,NaN,0,1,0,3500,150,58
Sao Paulo,250,4,2,3,2,0,1,3000,15000,100,191
Sao Paulo,158,4,4,3,4,1,1,1990,3500,589,45
Porto Alegre,55,2,1,1,NaN,1,1,0,1300,34,24
Rio de Janeiro,80,2,1,1,17,1,0,866,1820,235,24
Porto Alegre,42,1,1,1,11,1,0,500,2200,50,33
Sao Paulo,80,3,3,2,20,1,0,600,4450,242,57
Sao Paulo,50,1,1,0,1,1,0,519,1550,28,20
Rio de Janeiro,380,4,3,2,9,1,0,3220,15000,1348,194
Sao Paulo,85,2,2,1,6,1,1,1200,5300,67,68
Belo Horizonte,120,4,3,2,1,1,0,0,3250,0,44
Sao Paulo,214,4,5,4,6,1,0,2235,3251,1026,42
Sao Paulo,277,4,4,6,5,1,0,4200,3800,1947,49
Campinas,50,2,1,1,4,1,0,330,1080,0,14
Belo Horizonte,90,3,2,2,2,0,0,530,2000,159,27
Sao Paulo,287,4,5,2,NaN,1,1,0,6000,317,91
Sao Paulo,11,1,1,0,1,0,1,300,2000,42,26
Porto Alegre,62,2,1,1,7,0,0,485,1620,54,24
Sao Paulo,45,1,1,1,7,0,1,522,3100,120,40
Porto Alegre,80,2,1,1,1,1,0,200,1650,70,25
Sao Paulo,115,3,3,2,5,0,0,1000,4890,234,62
Porto Alegre,110,2,2,1,3,1,1,600,1800,152,27
Sao Paulo,162,3,3,2,4,1,0,1756,7000,367,89
Rio de Janeiro,85,3,2,1,4,1,0,1250,1800,306,24
Belo Horizonte,105,4,3,3,5,1,0,1148,1900,228,26
Sao Paulo,180,2,2,5,NaN,1,0,1,3000,1,46
Rio de Janeiro,80,2,1,0,9,1,0,330,831,159,11
Sao Paulo,56,2,1,1,6,1,0,680,2200,11,28
Sao Paulo,70,2,1,1,15,1,0,1049,1200,35,16
Rio de Janeiro,70,1,2,1,6,0,0,1100,1200,85,16
Belo Horizonte,75,3,1,1,4,0,0,482,1000,145,14
Sao Paulo,420,4,6,4,NaN,1,0,300,6500,417,98
Sao Paulo,279,3,3,8,NaN,1,1,0,3500,182,53
Sao Paulo,160,4,4,2,NaN,1,0,0,2400,0,37
Sao Paulo,41,1,1,0,NaN,1,0,250,1100,0,14
Sao Paulo,97,2,2,2,3,1,0,1400,2200,42,28
Porto Alegre,40,1,1,1,7,1,1,400,1400,36,21
Sao Paulo,110,3,2,1,5,1,1,1217,3600,215,46
Belo Horizonte,298,4,3,2,3,1,1,330,2500,300,34
Belo Horizonte,87,4,2,2,2,1,0,370,1600,160,22
Sao Paulo,150,5,5,4,3,0,1,1800,3700,917,47
Sao Paulo,113,3,2,2,8,1,0,1750,2975,359,38
Belo Horizonte,293,6,2,3,NaN,1,0,0,2600,138,43
Sao Paulo,90,3,2,2,1,1,0,1017,2000,165,26
Belo Horizonte,305,4,3,3,14,1,0,2500,9000,660,120
Campinas,50,2,1,1,NaN,0,0,0,1040,277,14
Sao Paulo,150,3,3,2,NaN,1,0,0,3300,135,50
Porto Alegre,367,3,4,4,8,0,0,7000,15000,1032,220
Rio de Janeiro,50,2,1,0,9,1,1,505,2350,64,31
Sao Paulo,230,3,4,3,7,0,0,3200,8000,1167,102
Sao Paulo,125,3,3,1,6,1,1,1600,5500,247,70
Rio de Janeiro,140,3,2,1,4,1,0,1100,1350,95,18
Sao Paulo,63,3,2,0,18,1,0,550,1800,0,23
Sao Paulo,110,2,1,1,21,1,0,975,3300,234,42
Sao Paulo,54,2,1,1,13,1,0,480,1610,0,21
Porto Alegre,67,2,1,0,3,1,0,330,1523,50,23
Sao Paulo,296,3,4,4,2,1,0,1860,8864,0,113
Belo Horizonte,70,2,1,1,NaN,1,0,0,1000,75,17
Sao Paulo,50,2,1,0,NaN,0,0,50,1100,0,17
Sao Paulo,160,3,2,4,NaN,0,0,0,3500,0,53
Sao Paulo,60,2,2,1,14,0,0,460,2200,20,28
Sao Paulo,220,3,4,3,12,1,1,3120,8000,1034,102
Sao Paulo,340,4,3,8,NaN,1,0,0,13000,1167,196
Sao Paulo,52,2,1,0,1,0,0,50,1150,34,15
Belo Horizonte,50,2,1,1,1,1,0,100,915,63,13
Belo Horizonte,60,2,1,0,3,1,0,290,2200,80,30
Sao Paulo,125,3,3,3,NaN,1,0,100,2450,15,37
Sao Paulo,36,2,1,0,NaN,0,0,0,1080,0,17
Belo Horizonte,100,3,2,1,5,1,0,730,1500,120,20
Sao Paulo,550,4,7,3,NaN,1,1,0,11500,1650,173
Sao Paulo,60,3,1,2,4,0,0,383,1105,0,14
Campinas,48,1,1,0,4,0,0,490,500,17,7
Sao Paulo,164,3,3,1,3,1,1,1795,9000,210,115
Belo Horizonte,90,3,2,1,2,1,0,280,1200,100,16
Porto Alegre,78,3,2,1,4,1,0,450,2800,75,41
Sao Paulo,44,2,1,0,1,1,0,260,1125,0,15
Belo Horizonte,180,3,3,2,1,1,0,1500,2950,267,40
Campinas,82,3,2,1,1,1,0,650,1200,100,16
Sao Paulo,49,1,1,1,7,1,1,830,2900,139,37
Sao Paulo,400,5,4,5,NaN,0,0,0,13970,417,210
Sao Paulo,74,2,3,2,26,1,0,450,3200,40,41
Sao Paulo,110,2,1,1,NaN,1,0,0,1500,163,23
Sao Paulo,58,1,1,1,1,1,1,475,3500,70,45
Rio de Janeiro,23,1,1,0,5,0,0,320,1540,0,20
Rio de Janeiro,95,3,2,1,3,1,0,1061,2500,67,33
Sao Paulo,196,4,3,3,13,0,0,2420,5000,931,64
Sao Paulo,70,2,1,0,NaN,1,0,0,2300,123,35
Porto Alegre,148,2,1,2,3,1,0,385,1650,880,25
Sao Paulo,70,2,1,0,2,1,0,1100,1280,0,17
Sao Paulo,30,1,1,1,5,0,0,610,2300,134,30
Sao Paulo,300,3,2,4,NaN,1,0,0,2700,250,41
Sao Paulo,53,1,1,1,5,0,1,1132,2600,0,33
Sao Paulo,96,3,2,2,5,1,1,920,3148,81,40
Sao Paulo,190,3,4,2,10,0,0,1764,6000,48,77
Sao Paulo,250,3,5,8,NaN,1,1,0,6000,7,91
Belo Horizonte,130,4,1,3,NaN,0,0,0,2150,0,36
Sao Paulo,250,3,3,6,NaN,1,0,0,4250,519,64
Campinas,50,1,1,0,7,1,0,305,650,13,9
Belo Horizonte,840,5,6,5,NaN,1,0,0,8000,511,132
Rio de Janeiro,95,3,3,0,5,1,0,750,1999,291,26
Sao Paulo,33,1,1,0,1,0,0,250,1305,0,17
Rio de Janeiro,60,2,1,0,2,1,0,380,1350,0,18
